bioguideId,depictionAttribution,depictionImageUrl,name,partyName,state,district,updateDate,url,birthYear,cosponsoredLegislationCount,cosponsoredLegislationUrl,directOrderName,firstName,honorificName,invertedOrderName,lastName,partyHistory,terms,sponsoredLegislationCount,sponsoredLegislationUrl
J000288,Image courtesy of the Member,https://www.congress.gov/img/member/j000288_200.jpg,"Johnson, Henry C. ""Hank,"" Jr.",Democratic,Georgia,4,2023-11-07T13:57:31Z,https://api.congress.gov/v3/member/J000288?format=json,1954,4946,https://api.congress.gov/v3/member/J000288/cosponsored-legislation,"Henry C. ""Hank"" Johnson, Jr.",Henry,Mr.,"Johnson, Henry C. ""Hank,"" Jr.",Johnson,partyAbbreviation:D;partyName:Democratic;startYear:2007;,chamber:House of Representatives;congress:110;district:4;endYear:2009;memberType:Representative;startYear:2007;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:111;district:4;endYear:2011;memberType:Representative;startYear:2009;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:112;district:4;endYear:2013;memberType:Representative;startYear:2011;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:113;district:4;endYear:2015;memberType:Representative;startYear:2013;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:114;district:4;endYear:2017;memberType:Representative;startYear:2015;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:115;district:4;endYear:2019;memberType:Representative;startYear:2017;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:116;district:4;endYear:2021;memberType:Representative;startYear:2019;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:117;district:4;endYear:2023;memberType:Representative;startYear:2021;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:118;district:4;memberType:Representative;startYear:2023;stateCode:GA;stateName:Georgia;,232,https://api.congress.gov/v3/member/J000288/sponsored-legislation
W000802,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/w000802_200.jpg,"Whitehouse, Sheldon",Democratic,Rhode Island,0,2023-11-06T13:42:38Z,https://api.congress.gov/v3/member/W000802?format=json,1955,4237,https://api.congress.gov/v3/member/W000802/cosponsored-legislation,Sheldon Whitehouse,Sheldon,Mr.,"Whitehouse, Sheldon",Whitehouse,partyAbbreviation:D;partyName:Democratic;startYear:2007;,chamber:Senate;congress:110;endYear:2009;memberType:Senator;startYear:2007;stateCode:RI;stateName:Rhode Island;chamber:Senate;congress:111;endYear:2011;memberType:Senator;startYear:2009;stateCode:RI;stateName:Rhode Island;chamber:Senate;congress:112;endYear:2013;memberType:Senator;startYear:2011;stateCode:RI;stateName:Rhode Island;chamber:Senate;congress:113;endYear:2015;memberType:Senator;startYear:2013;stateCode:RI;stateName:Rhode Island;chamber:Senate;congress:114;endYear:2017;memberType:Senator;startYear:2015;stateCode:RI;stateName:Rhode Island;chamber:Senate;congress:115;endYear:2019;memberType:Senator;startYear:2017;stateCode:RI;stateName:Rhode Island;chamber:Senate;congress:116;endYear:2021;memberType:Senator;startYear:2019;stateCode:RI;stateName:Rhode Island;chamber:Senate;congress:117;endYear:2023;memberType:Senator;startYear:2021;stateCode:RI;stateName:Rhode Island;chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:RI;stateName:Rhode Island;,587,https://api.congress.gov/v3/member/W000802/sponsored-legislation
Y000064,Image courtesy of the Member,https://www.congress.gov/img/member/y000064_200.jpg,"Young, Todd",Republican,Indiana,0,2023-11-06T13:42:38Z,https://api.congress.gov/v3/member/Y000064?format=json,1972,1756,https://api.congress.gov/v3/member/Y000064/cosponsored-legislation,Todd Young,Todd,Mr.,"Young, Todd",Young,partyAbbreviation:R;partyName:Republican;startYear:2011;,chamber:House of Representatives;congress:112;district:9;endYear:2013;memberType:Representative;startYear:2011;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:113;district:9;endYear:2015;memberType:Representative;startYear:2013;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:114;district:9;endYear:2017;memberType:Representative;startYear:2015;stateCode:IN;stateName:Indiana;chamber:Senate;congress:115;endYear:2019;memberType:Senator;startYear:2017;stateCode:IN;stateName:Indiana;chamber:Senate;congress:116;endYear:2021;memberType:Senator;startYear:2019;stateCode:IN;stateName:Indiana;chamber:Senate;congress:117;endYear:2023;memberType:Senator;startYear:2021;stateCode:IN;stateName:Indiana;chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:IN;stateName:Indiana;,331,https://api.congress.gov/v3/member/Y000064/sponsored-legislation
W000779,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/w000779_200.jpg,"Wyden, Ron",Democratic,Oregon,0,2023-11-06T13:42:38Z,https://api.congress.gov/v3/member/W000779?format=json,1949,7778,https://api.congress.gov/v3/member/W000779/cosponsored-legislation,Ron Wyden,Ron,Mr.,"Wyden, Ron",Wyden,partyAbbreviation:D;partyName:Democratic;startYear:1981;,chamber:House of Representatives;congress:97;district:3;endYear:1983;memberType:Representative;startYear:1981;stateCode:OR;stateName:Oregon;chamber:House of Representatives;congress:98;district:3;endYear:1985;memberType:Representative;startYear:1983;stateCode:OR;stateName:Oregon;chamber:House of Representatives;congress:99;district:3;endYear:1987;memberType:Representative;startYear:1985;stateCode:OR;stateName:Oregon;chamber:House of Representatives;congress:100;district:3;endYear:1989;memberType:Representative;startYear:1987;stateCode:OR;stateName:Oregon;chamber:House of Representatives;congress:101;district:3;endYear:1991;memberType:Representative;startYear:1989;stateCode:OR;stateName:Oregon;chamber:House of Representatives;congress:102;district:3;endYear:1993;memberType:Representative;startYear:1991;stateCode:OR;stateName:Oregon;chamber:House of Representatives;congress:103;district:3;endYear:1995;memberType:Representative;startYear:1993;stateCode:OR;stateName:Oregon;chamber:House of Representatives;congress:104;district:3;endYear:1996;memberType:Representative;startYear:1995;stateCode:OR;stateName:Oregon;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1996;stateCode:OR;stateName:Oregon;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:OR;stateName:Oregon;chamber:Senate;congress:106;endYear:2001;memberType:Senator;startYear:1999;stateCode:OR;stateName:Oregon;chamber:Senate;congress:107;endYear:2003;memberType:Senator;startYear:2001;stateCode:OR;stateName:Oregon;chamber:Senate;congress:108;endYear:2005;memberType:Senator;startYear:2003;stateCode:OR;stateName:Oregon;chamber:Senate;congress:109;endYear:2007;memberType:Senator;startYear:2005;stateCode:OR;stateName:Oregon;chamber:Senate;congress:110;endYear:2009;memberType:Senator;startYear:2007;stateCode:OR;stateName:Oregon;chamber:Senate;congress:111;endYear:2011;memberType:Senator;startYear:2009;stateCode:OR;stateName:Oregon;chamber:Senate;congress:112;endYear:2013;memberType:Senator;startYear:2011;stateCode:OR;stateName:Oregon;chamber:Senate;congress:113;endYear:2015;memberType:Senator;startYear:2013;stateCode:OR;stateName:Oregon;chamber:Senate;congress:114;endYear:2017;memberType:Senator;startYear:2015;stateCode:OR;stateName:Oregon;chamber:Senate;congress:115;endYear:2019;memberType:Senator;startYear:2017;stateCode:OR;stateName:Oregon;chamber:Senate;congress:116;endYear:2021;memberType:Senator;startYear:2019;stateCode:OR;stateName:Oregon;chamber:Senate;congress:117;endYear:2023;memberType:Senator;startYear:2021;stateCode:OR;stateName:Oregon;chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:OR;stateName:Oregon;,1724,https://api.congress.gov/v3/member/W000779/sponsored-legislation
W000437,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/w000437_200.jpg,"Wicker, Roger F.",Republican,Mississippi,0,2023-11-06T13:42:38Z,https://api.congress.gov/v3/member/W000437?format=json,1951,4114,https://api.congress.gov/v3/member/W000437/cosponsored-legislation,Roger F. Wicker,Roger,Mr.,"Wicker, Roger F.",Wicker,partyAbbreviation:R;partyName:Republican;startYear:1995;,chamber:House of Representatives;congress:104;district:1;endYear:1997;memberType:Representative;startYear:1995;stateCode:MS;stateName:Mississippi;chamber:House of Representatives;congress:105;district:1;endYear:1999;memberType:Representative;startYear:1997;stateCode:MS;stateName:Mississippi;chamber:House of Representatives;congress:106;district:1;endYear:2001;memberType:Representative;startYear:1999;stateCode:MS;stateName:Mississippi;chamber:House of Representatives;congress:107;district:1;endYear:2003;memberType:Representative;startYear:2001;stateCode:MS;stateName:Mississippi;chamber:House of Representatives;congress:108;district:1;endYear:2005;memberType:Representative;startYear:2003;stateCode:MS;stateName:Mississippi;chamber:House of Representatives;congress:109;district:1;endYear:2007;memberType:Representative;startYear:2005;stateCode:MS;stateName:Mississippi;chamber:House of Representatives;congress:110;district:1;endYear:2007;memberType:Representative;startYear:2007;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:110;endYear:2009;memberType:Senator;startYear:2007;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:111;endYear:2011;memberType:Senator;startYear:2009;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:112;endYear:2013;memberType:Senator;startYear:2011;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:113;endYear:2015;memberType:Senator;startYear:2013;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:114;endYear:2017;memberType:Senator;startYear:2015;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:115;endYear:2019;memberType:Senator;startYear:2017;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:116;endYear:2021;memberType:Senator;startYear:2019;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:117;endYear:2023;memberType:Senator;startYear:2021;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:MS;stateName:Mississippi;,686,https://api.congress.gov/v3/member/W000437/sponsored-legislation
V000137,Official U.S. Senate Photo,https://www.congress.gov/img/member/v000137_200.jpg,"Vance, J. D.",Republican,Ohio,0,2023-11-06T13:42:37Z,https://api.congress.gov/v3/member/V000137?format=json,1984,216,https://api.congress.gov/v3/member/V000137/cosponsored-legislation,J. D. Vance,J.,Mr.,"Vance, J. D.",Vance,partyAbbreviation:R;partyName:Republican;startYear:2023;,chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:OH;stateName:Ohio;,39,https://api.congress.gov/v3/member/V000137/sponsored-legislation
W000790,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/w000790_200.jpg,"Warnock, Raphael G.",Democratic,Georgia,0,2023-11-06T13:42:37Z,https://api.congress.gov/v3/member/W000790?format=json,1969,683,https://api.congress.gov/v3/member/W000790/cosponsored-legislation,Raphael G. Warnock,Raphael,Mr.,"Warnock, Raphael G.",Warnock,partyAbbreviation:D;partyName:Democratic;startYear:2021;,chamber:Senate;congress:117;endYear:2023;memberType:Senator;startYear:2021;stateCode:GA;stateName:Georgia;chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:GA;stateName:Georgia;,128,https://api.congress.gov/v3/member/W000790/sponsored-legislation
W000817,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/w000817_200.jpg,"Warren, Elizabeth",Democratic,Massachusetts,0,2023-11-06T13:42:37Z,https://api.congress.gov/v3/member/W000817?format=json,1949,3650,https://api.congress.gov/v3/member/W000817/cosponsored-legislation,Elizabeth Warren,Elizabeth,Ms.,"Warren, Elizabeth",Warren,partyAbbreviation:D;partyName:Democratic;startYear:2013;,chamber:Senate;congress:113;endYear:2015;memberType:Senator;startYear:2013;stateCode:MA;stateName:Massachusetts;chamber:Senate;congress:114;endYear:2017;memberType:Senator;startYear:2015;stateCode:MA;stateName:Massachusetts;chamber:Senate;congress:115;endYear:2019;memberType:Senator;startYear:2017;stateCode:MA;stateName:Massachusetts;chamber:Senate;congress:116;endYear:2021;memberType:Senator;startYear:2019;stateCode:MA;stateName:Massachusetts;chamber:Senate;congress:117;endYear:2023;memberType:Senator;startYear:2021;stateCode:MA;stateName:Massachusetts;chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:MA;stateName:Massachusetts;,588,https://api.congress.gov/v3/member/W000817/sponsored-legislation
W000805,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/w000805_200.jpg,"Warner, Mark R.",Democratic,Virginia,0,2023-11-06T13:42:37Z,https://api.congress.gov/v3/member/W000805?format=json,1954,2041,https://api.congress.gov/v3/member/W000805/cosponsored-legislation,Mark R. Warner,Mark,Mr.,"Warner, Mark R.",Warner,partyAbbreviation:D;partyName:Democratic;startYear:2009;,chamber:Senate;congress:111;endYear:2011;memberType:Senator;startYear:2009;stateCode:VA;stateName:Virginia;chamber:Senate;congress:112;endYear:2013;memberType:Senator;startYear:2011;stateCode:VA;stateName:Virginia;chamber:Senate;congress:113;endYear:2015;memberType:Senator;startYear:2013;stateCode:VA;stateName:Virginia;chamber:Senate;congress:114;endYear:2017;memberType:Senator;startYear:2015;stateCode:VA;stateName:Virginia;chamber:Senate;congress:115;endYear:2019;memberType:Senator;startYear:2017;stateCode:VA;stateName:Virginia;chamber:Senate;congress:116;endYear:2021;memberType:Senator;startYear:2019;stateCode:VA;stateName:Virginia;chamber:Senate;congress:117;endYear:2023;memberType:Senator;startYear:2021;stateCode:VA;stateName:Virginia;chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:VA;stateName:Virginia;,586,https://api.congress.gov/v3/member/W000805/sponsored-legislation
W000800,Image courtesy of the Member,https://www.congress.gov/img/member/w000800_200.jpg,"Welch, Peter",Democratic,Vermont,0,2023-11-06T13:42:37Z,https://api.congress.gov/v3/member/W000800?format=json,1947,4549,https://api.congress.gov/v3/member/W000800/cosponsored-legislation,Peter Welch,Peter,Mr.,"Welch, Peter",Welch,partyAbbreviation:D;partyName:Democratic;startYear:2007;,chamber:House of Representatives;congress:110;endYear:2009;memberType:Representative;startYear:2007;stateCode:VT;stateName:Vermont;chamber:House of Representatives;congress:111;endYear:2011;memberType:Representative;startYear:2009;stateCode:VT;stateName:Vermont;chamber:House of Representatives;congress:112;endYear:2013;memberType:Representative;startYear:2011;stateCode:VT;stateName:Vermont;chamber:House of Representatives;congress:113;endYear:2015;memberType:Representative;startYear:2013;stateCode:VT;stateName:Vermont;chamber:House of Representatives;congress:114;endYear:2017;memberType:Representative;startYear:2015;stateCode:VT;stateName:Vermont;chamber:House of Representatives;congress:115;endYear:2019;memberType:Representative;startYear:2017;stateCode:VT;stateName:Vermont;chamber:House of Representatives;congress:116;endYear:2021;memberType:Representative;startYear:2019;stateCode:VT;stateName:Vermont;chamber:House of Representatives;congress:117;endYear:2023;memberType:Representative;startYear:2021;stateCode:VT;stateName:Vermont;chamber:Senate;congress:118;memberType:Senator;startYear:2023;stateCode:VT;stateName:Vermont;,359,https://api.congress.gov/v3/member/W000800/sponsored-legislation
